meta,scenario_1
hour,typical_year
1550,26.35059825
1551,7.406330169
1552,4.913994783
1553,6.26842485
1554,8.083474983
1555,8.825610767
1556,8.494725783
1557,7.7746593
1558,7.383841367
1559,5.552792567
1560,0.448285817
1561,0.487801083
1562,0.498869667
1563,0.6947381
1564,6.588139633
1565,7.529372867
1566,2.677607167
1567,8.142445728
1568,40.05754089
1569,47.42158189
1570,17.28823258
1571,5.089956809
1572,4.968356466
1573,41.50380628
1574,49.18878588
1575,8.080255362
1576,3.674575671
1577,4.786185298
1578,7.524256283
1579,9.202905467
1580,9.66990625
1581,8.653955217
1582,7.780387967
1583,5.186922533
1584,0.4243371
1585,0.514285117
1586,0.538721167
1587,1.204138767
1588,7.469057583
1589,7.457209667
1590,4.4235821
1591,22.02279368
1592,58.6068269
1593,74.5345948
1594,68.21692457
1595,41.07170312
1596,29.8472502
1597,51.54901448
1598,44.5532861
1599,17.93525813
1600,13.43601488
1601,6.682552483
1602,8.825146183
1603,8.882395067
1604,8.145862683
1605,8.285042783
1606,8.432173183
1607,6.0520239
1608,0.443187917
1609,0.509271067
1610,0.567604983
1611,1.059004267
1612,7.026823483
1613,8.018809217
1614,3.774944333
1615,15.54192105
1616,48.78242678
1617,76.81949484
1618,66.12455519
1619,41.63420355
1620,25.36771917
1621,76.41438907
1622,26.38344672
1623,17.66923917
1624,11.70386993
1625,7.0458036
1626,8.909945267
1627,9.2394936
1628,9.109991867
1629,8.330110933
1630,7.83924375
1631,5.193576267
1632,0.436203533
1633,0.468236733
1634,0.535537017
1635,1.04198865
1636,7.278938267
1637,7.647110317
1638,3.539294683
1639,10.87153887
1640,47.96299097
1641,94.02602564
1642,48.63155346
1643,31.20289974
1644,28.4033927
1645,67.57424957
1646,46.77255514
1647,20.5147323
1648,9.311640653
1649,6.10763315
1650,6.8263266
1651,9.454793933
1652,8.76481305
1653,9.3688284
1654,9.283473267
1655,6.02745905
1656,0.451719433
